id,onet_code,job_title,sector,12th_stream,primary_riasec,secondary_riasec,core_skills,cached_at
774,51-5112.00,Printing Press Operators,Manufacturing,Vocational,C,R,"Quality Control Analysis, Operations Monitoring, Monitoring, Operation and Control, Active Listening, Critical Thinking",2026-03-22 08:15:14.989553+00
775,33-9021.00,Private Detectives and Investigators,Public Safety,Vocational,C,E,"Active Listening, Speaking, Critical Thinking, Reading Comprehension, Complex Problem Solving, Writing",2026-03-22 08:15:15.58264+00
776,21-1092.00,Probation Officers and Correctional Treatment Specialists,Social Service,Arts,S,C,"Active Listening, Social Perceptiveness, Speaking, Critical Thinking, Reading Comprehension, Complex Problem Solving",2026-03-22 08:15:16.184019+00
777,43-3061.00,Procurement Clerks,Administration,Commerce,C,E,"Reading Comprehension, Speaking, Active Listening, Critical Thinking, Monitoring, Social Perceptiveness",2026-03-22 08:15:16.787834+00
778,27-2012.00,Producers and Directors,Creative Arts,Arts,A,E,"Active Listening, Critical Thinking, Monitoring, Reading Comprehension, Speaking, Coordination",2026-03-22 08:15:17.403172+00
779,51-9199.00,"Production Workers, All Other",Manufacturing,Vocational,R,I,,2026-03-22 08:15:17.992976+00
780,43-5061.00,"Production, Planning, and Expediting Clerks",Administration,Commerce,C,E,"Reading Comprehension, Speaking, Active Listening, Time Management, Critical Thinking, Complex Problem Solving",2026-03-22 08:15:18.606531+00
781,13-1082.00,Project Management Specialists,Finance,Commerce,E,C,,2026-03-22 08:15:19.201371+00
782,43-9081.00,Proofreaders and Copy Markers,Administration,Commerce,C,A,"Reading Comprehension, Writing, Speaking, Active Listening, Critical Thinking",2026-03-22 08:15:19.789086+00
783,11-9141.00,"Property, Real Estate, and Community Association Managers",Management,Commerce,E,C,"Speaking, Reading Comprehension, Active Listening, Coordination, Writing, Critical Thinking",2026-03-22 08:15:20.395188+00
784,29-1024.00,Prosthodontists,Healthcare,Science,R,I,"Active Listening, Critical Thinking, Speaking, Complex Problem Solving, Monitoring, Reading Comprehension",2026-03-22 08:15:21.000515+00
785,33-9099.00,"Protective Service Workers, All Other",Public Safety,Vocational,R,I,,2026-03-22 08:15:21.602916+00
786,31-1133.00,Psychiatric Aides,Healthcare,Science,S,I,"Service Orientation, Social Perceptiveness, Speaking, Active Listening, Monitoring, Critical Thinking",2026-03-22 08:15:22.193312+00
787,29-2053.00,Psychiatric Technicians,Healthcare,Science,S,I,"Social Perceptiveness, Active Listening, Monitoring, Coordination, Speaking, Reading Comprehension",2026-03-22 08:15:22.786751+00
788,29-1223.00,Psychiatrists,Healthcare,Science,I,S,"Active Listening, Social Perceptiveness, Critical Thinking, Speaking, Judgment and Decision Making, Reading Comprehension",2026-03-22 08:15:23.393449+00
789,19-3039.00,"Psychologists, All Other",Research & Science,Science,R,I,,2026-03-22 08:15:23.983021+00
790,25-1066.00,"Psychology Teachers, Postsecondary",Education,Arts,S,I,"Learning Strategies, Instructing, Reading Comprehension, Speaking, Active Listening, Writing",2026-03-22 08:15:24.580991+00
791,11-2032.00,Public Relations Managers,Management,Commerce,E,C,,2026-03-22 08:15:25.170947+00
792,27-3031.00,Public Relations Specialists,Creative Arts,Arts,E,A,"Active Listening, Speaking, Reading Comprehension, Social Perceptiveness, Writing, Coordination",2026-03-22 08:15:25.764422+00
793,43-5031.00,Public Safety Telecommunicators,Administration,Commerce,C,R,"Active Listening, Speaking, Social Perceptiveness, Coordination, Critical Thinking, Service Orientation",2026-03-22 08:15:26.390543+00
794,53-7072.00,"Pump Operators, Except Wellhead Pumpers",Logistics & Transport,Vocational,R,C,"Operations Monitoring, Monitoring, Operation and Control, Active Listening, Critical Thinking, Reading Comprehension",2026-03-22 08:15:26.988258+00
795,13-1023.00,"Purchasing Agents, Except Wholesale, Retail, and Farm Products",Finance,Commerce,C,E,"Negotiation, Reading Comprehension, Active Listening, Complex Problem Solving, Speaking, Writing",2026-03-22 08:15:27.587355+00
796,11-3061.00,Purchasing Managers,Management,Commerce,E,C,"Active Listening, Management of Personnel Resources, Speaking, Monitoring, Negotiation, Reading Comprehension",2026-03-22 08:15:28.187536+00
797,19-4099.01,Quality Control Analysts,Research & Science,Science,C,I,"Quality Control Analysis, Monitoring, Reading Comprehension, Active Listening, Complex Problem Solving, Critical Thinking",2026-03-22 08:15:28.81426+00
798,11-3051.01,Quality Control Systems Managers,Management,Commerce,C,E,"Judgment and Decision Making, Quality Control Analysis, Reading Comprehension, Active Listening, Monitoring, Speaking",2026-03-22 08:15:29.403436+00
799,29-1124.00,Radiation Therapists,Healthcare,Science,R,S,"Active Listening, Reading Comprehension, Critical Thinking, Operations Monitoring, Social Perceptiveness, Coordination",2026-03-22 08:15:29.998006+00
800,17-2072.01,Radio Frequency Identification Device Specialists,Engineering,Science,C,R,"Critical Thinking, Active Listening, Speaking, Reading Comprehension, Complex Problem Solving, Judgment and Decision Making",2026-03-22 08:15:30.599064+00
801,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers",Maintenance & Repair,Vocational,R,C,"Repairing, Equipment Maintenance, Installation, Active Listening, Critical Thinking, Reading Comprehension",2026-03-22 08:15:31.194265+00
802,29-2034.00,Radiologic Technologists and Technicians,Healthcare,Science,R,C,"Active Listening, Social Perceptiveness, Reading Comprehension, Service Orientation, Speaking, Monitoring",2026-03-22 08:15:31.807581+00
803,29-1224.00,Radiologists,Healthcare,Science,I,R,"Active Listening, Reading Comprehension, Speaking, Critical Thinking, Judgment and Decision Making, Writing",2026-03-22 08:15:32.432825+00
804,49-3043.00,Rail Car Repairers,Maintenance & Repair,Vocational,R,C,"Repairing, Troubleshooting, Equipment Maintenance, Critical Thinking, Operations Monitoring, Quality Control Analysis",2026-03-22 08:15:33.055948+00
805,53-4099.00,"Rail Transportation Workers, All Other",Logistics & Transport,Vocational,R,I,,2026-03-22 08:15:33.738635+00
806,53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",Logistics & Transport,Vocational,R,C,"Operation and Control, Monitoring, Operations Monitoring, Speaking, Active Listening, Complex Problem Solving",2026-03-22 08:15:34.328807+00
807,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,Construction,Vocational,R,C,"Operation and Control, Operations Monitoring, Equipment Maintenance, Troubleshooting, Coordination, Critical Thinking",2026-03-22 08:15:34.919141+00
808,53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",Logistics & Transport,Vocational,R,C,"Monitoring, Operations Monitoring, Active Listening, Critical Thinking, Operation and Control, Reading Comprehension",2026-03-22 08:15:35.510564+00
809,53-4031.00,Railroad Conductors and Yardmasters,Logistics & Transport,Vocational,R,C,"Coordination, Monitoring, Speaking, Critical Thinking, Active Listening, Judgment and Decision Making",2026-03-22 08:15:36.106752+00
810,19-1031.02,Range Managers,Research & Science,Science,R,I,"Active Listening, Reading Comprehension, Critical Thinking, Speaking, Complex Problem Solving, Judgment and Decision Making",2026-03-22 08:15:36.710216+00
811,41-9021.00,Real Estate Brokers,Sales,Commerce,E,C,"Speaking, Active Listening, Critical Thinking, Reading Comprehension, Active Learning, Negotiation",2026-03-22 08:15:37.31447+00
812,41-9022.00,Real Estate Sales Agents,Sales,Commerce,E,C,"Active Listening, Speaking, Negotiation, Coordination, Social Perceptiveness, Critical Thinking",2026-03-22 08:15:37.918421+00
813,43-4171.00,Receptionists and Information Clerks,Administration,Commerce,C,E,"Speaking, Active Listening, Service Orientation, Critical Thinking, Reading Comprehension, Social Perceptiveness",2026-03-22 08:15:38.51682+00
814,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",Education,Arts,S,I,"Instructing, Speaking, Active Listening, Learning Strategies, Reading Comprehension, Writing",2026-03-22 08:15:39.104555+00
815,39-9032.00,Recreation Workers,Personal Services,Vocational,S,E,"Active Listening, Coordination, Service Orientation, Social Perceptiveness, Speaking, Instructing",2026-03-22 08:15:39.692303+00
816,29-1125.00,Recreational Therapists,Healthcare,Science,S,I,"Service Orientation, Active Listening, Coordination, Social Perceptiveness, Speaking, Critical Thinking",2026-03-22 08:15:40.293074+00
817,49-3092.00,Recreational Vehicle Service Technicians,Maintenance & Repair,Vocational,R,C,"Repairing, Troubleshooting, Complex Problem Solving, Equipment Maintenance, Operation and Control, Operations Monitoring",2026-03-22 08:15:40.891406+00
818,53-7062.04,Recycling and Reclamation Workers,Logistics & Transport,Vocational,R,C,"Operation and Control, Active Listening, Monitoring, Operations Monitoring",2026-03-22 08:15:41.491033+00
819,53-1042.01,Recycling Coordinators,Logistics & Transport,Vocational,E,C,"Speaking, Management of Personnel Resources, Active Listening, Coordination, Critical Thinking, Time Management",2026-03-22 08:15:42.098176+00
820,49-9045.00,"Refractory Materials Repairers, Except Brickmasons",Maintenance & Repair,Vocational,R,C,"Operations Monitoring, Repairing, Active Listening, Equipment Maintenance, Operation and Control",2026-03-22 08:15:42.709202+00
821,53-7081.00,Refuse and Recyclable Material Collectors,Logistics & Transport,Vocational,R,C,"Operation and Control, Operations Monitoring",2026-03-22 08:15:43.308797+00
822,29-1141.00,Registered Nurses,Healthcare,Science,S,C,"Social Perceptiveness, Active Listening, Coordination, Critical Thinking, Service Orientation, Speaking",2026-03-22 08:15:43.910442+00
823,11-9199.01,Regulatory Affairs Managers,Management,Commerce,E,C,"Writing, Reading Comprehension, Active Listening, Speaking, Critical Thinking, Complex Problem Solving",2026-03-22 08:15:44.50275+00
824,13-1041.07,Regulatory Affairs Specialists,Finance,Commerce,C,E,"Active Listening, Speaking, Writing, Critical Thinking, Judgment and Decision Making, Reading Comprehension",2026-03-22 08:15:45.106803+00
825,21-1015.00,Rehabilitation Counselors,Social Service,Arts,S,I,"Active Listening, Service Orientation, Social Perceptiveness, Speaking, Monitoring, Reading Comprehension",2026-03-22 08:15:45.72771+00
826,47-2171.00,Reinforcing Iron and Rebar Workers,Construction,Vocational,R,C,"Coordination, Critical Thinking",2026-03-22 08:15:46.327733+00
827,21-2099.00,"Religious Workers, All Other",Social Service,Arts,R,I,,2026-03-22 08:15:46.911897+00
828,19-2099.01,Remote Sensing Scientists and Technologists,Research & Science,Science,I,R,"Critical Thinking, Reading Comprehension, Active Listening, Science, Speaking, Writing",2026-03-22 08:15:47.510188+00
829,19-4099.03,Remote Sensing Technicians,Research & Science,Science,C,R,"Critical Thinking, Mathematics, Reading Comprehension, Speaking, Active Listening, Judgment and Decision Making",2026-03-22 08:15:48.107361+00
830,43-4181.00,Reservation and Transportation Ticket Agents and Travel Clerks,Administration,Commerce,C,S,"Active Listening, Service Orientation, Speaking, Social Perceptiveness, Reading Comprehension, Critical Thinking",2026-03-22 08:15:48.766648+00
831,39-9041.00,Residential Advisors,Personal Services,Vocational,S,C,"Social Perceptiveness, Active Listening, Coordination, Monitoring, Speaking, Critical Thinking",2026-03-22 08:15:49.358719+00
832,29-1126.00,Respiratory Therapists,Healthcare,Science,R,S,"Active Listening, Critical Thinking, Monitoring, Speaking, Active Learning, Reading Comprehension",2026-03-22 08:15:49.94899+00
833,33-9099.02,Retail Loss Prevention Specialists,Public Safety,Vocational,C,E,"Critical Thinking, Active Listening, Monitoring, Speaking, Judgment and Decision Making, Social Perceptiveness",2026-03-22 08:15:50.53704+00
834,41-2031.00,Retail Salespersons,Sales,Commerce,E,C,"Persuasion, Active Listening, Service Orientation, Speaking, Negotiation, Social Perceptiveness",2026-03-22 08:15:51.129378+00
835,49-9096.00,Riggers,Maintenance & Repair,Vocational,R,C,"Operation and Control, Active Listening, Coordination, Critical Thinking, Monitoring, Operations Monitoring",2026-03-22 08:15:51.71908+00
836,17-2199.08,Robotics Engineers,Engineering,Science,R,I,"Critical Thinking, Active Listening, Complex Problem Solving, Judgment and Decision Making, Monitoring, Reading Comprehension",2026-03-22 08:15:52.309818+00
837,17-3024.01,Robotics Technicians,Engineering,Science,R,C,"Repairing, Troubleshooting, Critical Thinking, Equipment Maintenance, Reading Comprehension, Active Listening",2026-03-22 08:15:52.909127+00
838,47-5051.00,"Rock Splitters, Quarry",Construction,Vocational,R,C,"Operation and Control, Operations Monitoring, Active Listening",2026-03-22 08:15:53.51038+00
839,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic",Manufacturing,Vocational,R,C,"Operation and Control, Operations Monitoring, Quality Control Analysis, Monitoring, Speaking, Active Listening",2026-03-22 08:15:54.102491+00
840,47-5043.00,"Roof Bolters, Mining",Construction,Vocational,R,C,"Operation and Control, Critical Thinking, Monitoring, Operations Monitoring, Troubleshooting, Active Listening",2026-03-22 08:15:54.702904+00
841,47-2181.00,Roofers,Construction,Vocational,R,C,"Coordination, Active Listening, Critical Thinking, Monitoring, Operation and Control, Operations Monitoring",2026-03-22 08:15:55.305441+00
842,47-5012.00,"Rotary Drill Operators, Oil and Gas",Construction,Vocational,R,C,"Critical Thinking, Operation and Control, Operations Monitoring, Monitoring, Active Listening, Instructing",2026-03-22 08:15:55.901612+00
843,47-5071.00,"Roustabouts, Oil and Gas",Construction,Vocational,R,C,"Critical Thinking, Judgment and Decision Making, Monitoring, Operation and Control, Operations Monitoring, Quality Control Analysis",2026-03-22 08:15:56.493256+00
844,53-5011.00,Sailors and Marine Oilers,Logistics & Transport,Vocational,R,C,"Operations Monitoring, Operation and Control, Monitoring, Active Listening, Critical Thinking, Repairing",2026-03-22 08:15:57.079075+00
845,41-9099.00,"Sales and Related Workers, All Other",Sales,Commerce,R,I,,2026-03-22 08:15:57.672606+00
846,41-9031.00,Sales Engineers,Sales,Commerce,E,C,"Persuasion, Speaking, Active Listening, Critical Thinking, Judgment and Decision Making, Reading Comprehension",2026-03-22 08:15:58.266779+00
847,11-2022.00,Sales Managers,Management,Commerce,E,C,"Active Listening, Negotiation, Speaking, Critical Thinking, Judgment and Decision Making, Management of Personnel Resources",2026-03-22 08:15:58.879595+00
848,41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",Sales,Commerce,E,C,,2026-03-22 08:15:59.473429+00
849,41-4012.00,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",Sales,Commerce,E,C,"Active Listening, Speaking, Negotiation, Persuasion, Social Perceptiveness, Critical Thinking",2026-03-22 08:16:00.084443+00
850,41-4011.00,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",Sales,Commerce,E,C,"Persuasion, Speaking, Active Listening, Negotiation, Social Perceptiveness, Reading Comprehension",2026-03-22 08:16:00.679608+00
851,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Manufacturing,Vocational,R,C,"Operation and Control, Operations Monitoring, Critical Thinking, Monitoring, Quality Control Analysis, Troubleshooting",2026-03-22 08:16:01.283043+00
852,33-9094.00,School Bus Monitors,Public Safety,Vocational,S,C,,2026-03-22 08:16:01.877221+00
853,19-3034.00,School Psychologists,Research & Science,Science,S,I,"Active Listening, Reading Comprehension, Speaking, Critical Thinking, Monitoring, Social Perceptiveness",2026-03-22 08:16:02.464379+00
854,13-1161.01,Search Marketing Strategists,Finance,Commerce,E,C,"Complex Problem Solving, Reading Comprehension, Active Learning, Active Listening, Critical Thinking, Judgment and Decision Making",2026-03-22 08:16:03.067706+00
855,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",Education,Arts,S,I,"Instructing, Active Listening, Learning Strategies, Reading Comprehension, Speaking, Critical Thinking",2026-03-22 08:16:03.662652+00
856,43-6014.00,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",Administration,Commerce,C,E,"Active Listening, Speaking, Reading Comprehension, Writing, Service Orientation, Time Management",2026-03-22 08:16:04.263345+00
857,41-3031.00,"Securities, Commodities, and Financial Services Sales Agents",Sales,Commerce,E,C,"Active Listening, Critical Thinking, Judgment and Decision Making, Monitoring, Active Learning, Persuasion",2026-03-22 08:16:04.950566+00
858,49-2098.00,Security and Fire Alarm Systems Installers,Maintenance & Repair,Vocational,R,C,"Critical Thinking, Installation, Speaking, Active Listening, Complex Problem Solving, Judgment and Decision Making",2026-03-22 08:16:05.545084+00
859,33-9032.00,Security Guards,Public Safety,Vocational,R,C,"Active Listening, Monitoring, Speaking, Coordination, Critical Thinking, Judgment and Decision Making",2026-03-22 08:16:06.25156+00
860,13-1199.07,Security Management Specialists,Finance,Commerce,C,I,"Active Listening, Critical Thinking, Speaking, Judgment and Decision Making, Reading Comprehension, Complex Problem Solving",2026-03-22 08:16:06.842915+00
861,11-3013.01,Security Managers,Management,Commerce,E,C,"Critical Thinking, Active Listening, Judgment and Decision Making, Reading Comprehension, Complex Problem Solving, Monitoring",2026-03-22 08:16:07.442822+00
862,47-4091.00,Segmental Pavers,Construction,Vocational,R,C,"Active Listening, Speaking, Coordination, Critical Thinking, Judgment and Decision Making, Operation and Control",2026-03-22 08:16:08.033214+00
863,25-3021.00,Self-Enrichment Teachers,Education,Arts,S,A,"Speaking, Active Listening, Instructing, Learning Strategies, Active Learning, Critical Thinking",2026-03-22 08:16:08.63326+00
864,51-9141.00,Semiconductor Processing Technicians,Manufacturing,Vocational,R,C,"Operations Monitoring, Critical Thinking, Reading Comprehension, Active Listening, Monitoring, Quality Control Analysis",2026-03-22 08:16:09.230246+00
865,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Manufacturing,Vocational,R,C,"Operations Monitoring, Critical Thinking, Monitoring, Operation and Control, Quality Control Analysis, Active Listening",2026-03-22 08:16:09.819718+00
866,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,Construction,Vocational,R,C,"Operation and Control, Operations Monitoring, Critical Thinking, Active Listening, Equipment Maintenance, Quality Control Analysis",2026-03-22 08:16:10.410185+00
867,47-5013.00,"Service Unit Operators, Oil and Gas",Construction,Vocational,R,C,"Operations Monitoring, Critical Thinking, Operation and Control, Monitoring, Active Listening, Troubleshooting",2026-03-22 08:16:11.012404+00
868,27-1027.00,Set and Exhibit Designers,Creative Arts,Arts,A,I,"Active Listening, Reading Comprehension, Critical Thinking, Operations Analysis, Speaking, Time Management",2026-03-22 08:16:11.610972+00
869,51-6051.00,"Sewers, Hand",Manufacturing,Vocational,R,C,,2026-03-22 08:16:12.210671+00
870,51-6031.00,Sewing Machine Operators,Manufacturing,Vocational,R,C,Monitoring,2026-03-22 08:16:12.811831+00
871,39-5093.00,Shampooers,Personal Services,Vocational,R,S,"Speaking, Active Listening, Service Orientation",2026-03-22 08:16:13.421815+00
872,47-2211.00,Sheet Metal Workers,Construction,Vocational,R,C,"Coordination, Critical Thinking, Monitoring, Reading Comprehension, Active Listening, Judgment and Decision Making",2026-03-22 08:16:14.011178+00
873,53-5031.00,Ship Engineers,Logistics & Transport,Vocational,R,C,"Critical Thinking, Operation and Control, Operations Monitoring, Equipment Maintenance, Repairing, Troubleshooting",2026-03-22 08:16:14.604448+00
874,43-5071.00,"Shipping, Receiving, and Inventory Clerks",Administration,Commerce,C,R,"Speaking, Active Listening, Reading Comprehension, Critical Thinking, Monitoring, Time Management",2026-03-22 08:16:15.198369+00
875,51-6041.00,Shoe and Leather Workers and Repairers,Manufacturing,Vocational,R,C,"Active Listening, Critical Thinking, Monitoring, Speaking",2026-03-22 08:16:15.797698+00
876,51-6042.00,Shoe Machine Operators and Tenders,Manufacturing,Vocational,R,C,"Reading Comprehension, Active Listening, Critical Thinking, Monitoring, Operation and Control, Operations Monitoring",2026-03-22 08:16:16.391105+00
877,53-3053.00,Shuttle Drivers and Chauffeurs,Logistics & Transport,Vocational,R,C,"Active Listening, Critical Thinking, Monitoring, Operation and Control, Operations Monitoring, Service Orientation",2026-03-22 08:16:16.985181+00
878,49-9097.00,Signal and Track Switch Repairers,Maintenance & Repair,Vocational,R,C,"Troubleshooting, Equipment Maintenance, Repairing, Quality Control Analysis, Critical Thinking, Operations Monitoring",2026-03-22 08:16:17.587994+00
879,39-5094.00,Skincare Specialists,Personal Services,Vocational,R,S,"Speaking, Service Orientation, Active Listening, Monitoring, Critical Thinking, Reading Comprehension",2026-03-22 08:16:18.171957+00
880,51-3023.00,Slaughterers and Meat Packers,Manufacturing,Vocational,R,C,,2026-03-22 08:16:18.765426+00
881,11-9151.00,Social and Community Service Managers,Management,Commerce,E,S,"Service Orientation, Social Perceptiveness, Active Learning, Active Listening, Complex Problem Solving, Coordination",2026-03-22 08:16:19.373746+00
882,21-1093.00,Social and Human Service Assistants,Social Service,Arts,S,C,"Active Listening, Social Perceptiveness, Speaking, Service Orientation, Coordination, Reading Comprehension",2026-03-22 08:16:19.966324+00
883,19-4061.00,Social Science Research Assistants,Research & Science,Science,I,C,"Reading Comprehension, Active Listening, Critical Thinking, Writing, Complex Problem Solving, Speaking",2026-03-22 08:16:20.557364+00
884,25-1069.00,"Social Sciences Teachers, Postsecondary, All Other",Education,Arts,R,I,,2026-03-22 08:16:21.157929+00
885,19-3099.00,"Social Scientists and Related Workers, All Other",Research & Science,Science,R,I,,2026-03-22 08:16:21.757338+00
886,25-1113.00,"Social Work Teachers, Postsecondary",Education,Arts,S,I,"Instructing, Speaking, Learning Strategies, Active Learning, Active Listening, Critical Thinking",2026-03-22 08:16:22.361009+00
887,21-1029.00,"Social Workers, All Other",Social Service,Arts,R,I,,2026-03-22 08:16:22.954595+00
888,19-3041.00,Sociologists,Research & Science,Science,I,S,"Active Listening, Speaking, Active Learning, Critical Thinking, Reading Comprehension, Writing",2026-03-22 08:16:23.552269+00
889,25-1067.00,"Sociology Teachers, Postsecondary",Education,Arts,S,I,"Speaking, Active Listening, Instructing, Learning Strategies, Reading Comprehension, Writing",2026-03-22 08:16:24.150086+00
890,15-1252.00,Software Developers,Technology,Science,I,C,"Programming, Critical Thinking, Judgment and Decision Making, Active Learning, Reading Comprehension, Systems Analysis",2026-03-22 08:16:24.740927+00
891,15-1253.00,Software Quality Assurance Analysts and Testers,Technology,Science,I,C,"Reading Comprehension, Active Listening, Critical Thinking, Speaking, Writing, Monitoring",2026-03-22 08:16:25.335916+00
892,19-1013.00,Soil and Plant Scientists,Research & Science,Science,I,R,"Active Learning, Critical Thinking, Reading Comprehension, Science, Speaking, Active Listening",2026-03-22 08:16:25.929061+00
893,47-1011.03,Solar Energy Installation Managers,Construction,Vocational,R,E,"Coordination, Management of Personnel Resources, Monitoring, Time Management, Reading Comprehension, Speaking",2026-03-22 08:16:26.544329+00
894,17-2199.11,Solar Energy Systems Engineers,Engineering,Science,R,I,"Critical Thinking, Reading Comprehension, Complex Problem Solving, Speaking, Writing, Active Listening",2026-03-22 08:16:27.138956+00
895,47-2231.00,Solar Photovoltaic Installers,Construction,Vocational,R,C,"Installation, Critical Thinking, Active Listening, Judgment and Decision Making, Monitoring, Operations Monitoring",2026-03-22 08:16:27.739143+00
896,41-4011.07,Solar Sales Representatives and Assessors,Sales,Commerce,E,C,"Speaking, Persuasion, Reading Comprehension, Service Orientation, Active Listening, Critical Thinking",2026-03-22 08:16:28.331426+00
897,47-2152.04,Solar Thermal Installers and Technicians,Construction,Vocational,R,C,"Installation, Quality Control Analysis, Reading Comprehension, Active Listening, Critical Thinking, Monitoring",2026-03-22 08:16:28.928252+00
898,27-4014.00,Sound Engineering Technicians,Creative Arts,Arts,R,A,"Active Listening, Speaking, Critical Thinking, Complex Problem Solving, Judgment and Decision Making, Operation and Control",2026-03-22 08:16:29.543081+00
899,11-9179.02,Spa Managers,Management,Commerce,E,C,"Coordination, Monitoring, Speaking, Critical Thinking, Management of Personnel Resources, Service Orientation",2026-03-22 08:16:30.136645+00
900,25-2059.00,"Special Education Teachers, All Other",Education,Arts,R,I,,2026-03-22 08:16:30.725236+00
901,25-2056.00,"Special Education Teachers, Elementary School",Education,Arts,S,I,"Active Listening, Instructing, Speaking, Learning Strategies, Reading Comprehension, Social Perceptiveness",2026-03-22 08:16:31.330528+00
902,25-2055.00,"Special Education Teachers, Kindergarten",Education,Arts,S,I,,2026-03-22 08:16:31.925869+00
903,25-2057.00,"Special Education Teachers, Middle School",Education,Arts,S,A,"Active Learning, Active Listening, Instructing, Learning Strategies, Social Perceptiveness, Speaking",2026-03-22 08:16:32.52262+00
904,25-2051.00,"Special Education Teachers, Preschool",Education,Arts,S,A,"Speaking, Active Listening, Critical Thinking, Reading Comprehension, Social Perceptiveness, Learning Strategies",2026-03-22 08:16:33.112921+00
905,25-2058.00,"Special Education Teachers, Secondary School",Education,Arts,S,I,"Instructing, Learning Strategies, Reading Comprehension, Speaking, Active Listening, Coordination",2026-03-22 08:16:33.711246+00
906,27-1014.00,Special Effects Artists and Animators,Creative Arts,Arts,A,R,"Active Listening, Critical Thinking, Reading Comprehension, Speaking, Active Learning, Judgment and Decision Making",2026-03-22 08:16:34.306608+00
907,55-3018.00,Special Forces,Military,Vocational,R,I,,2026-03-22 08:16:34.907214+00
908,55-1017.00,Special Forces Officers,Military,Vocational,R,I,,2026-03-22 08:16:35.505726+00
909,29-1127.00,Speech-Language Pathologists,Healthcare,Science,S,I,"Active Listening, Critical Thinking, Reading Comprehension, Social Perceptiveness, Learning Strategies, Speaking",2026-03-22 08:16:36.098271+00
910,31-9099.01,Speech-Language Pathology Assistants,Healthcare,Science,S,C,"Active Listening, Reading Comprehension, Speaking, Social Perceptiveness, Monitoring, Service Orientation",2026-03-22 08:16:36.694897+00
911,29-1229.06,Sports Medicine Physicians,Healthcare,Science,I,S,"Reading Comprehension, Active Listening, Critical Thinking, Judgment and Decision Making, Monitoring, Speaking",2026-03-22 08:16:37.303781+00
912,51-8021.00,Stationary Engineers and Boiler Operators,Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Active Listening, Critical Thinking, Equipment Maintenance, Repairing",2026-03-22 08:16:37.891954+00
913,43-9111.00,Statistical Assistants,Administration,Commerce,C,I,"Mathematics, Critical Thinking, Reading Comprehension, Active Learning, Complex Problem Solving, Writing",2026-03-22 08:16:38.486902+00
914,15-2041.00,Statisticians,Technology,Science,I,C,"Mathematics, Critical Thinking, Reading Comprehension, Active Listening, Complex Problem Solving, Speaking",2026-03-22 08:16:39.085161+00
915,53-7065.00,Stockers and Order Fillers,Logistics & Transport,Vocational,C,R,"Active Listening, Reading Comprehension",2026-03-22 08:16:39.684781+00
916,51-9195.03,"Stone Cutters and Carvers, Manufacturing",Manufacturing,Vocational,R,A,"Active Listening, Critical Thinking, Judgment and Decision Making",2026-03-22 08:16:40.27737+00
917,47-2022.00,Stonemasons,Construction,Vocational,R,I,"Critical Thinking, Complex Problem Solving, Judgment and Decision Making, Time Management, Coordination, Operations Monitoring",2026-03-22 08:16:40.866731+00
918,47-2221.00,Structural Iron and Steel Workers,Construction,Vocational,R,C,"Coordination, Operation and Control, Operations Monitoring, Active Listening, Critical Thinking, Active Learning",2026-03-22 08:16:41.467197+00
919,51-2041.00,Structural Metal Fabricators and Fitters,Manufacturing,Vocational,R,C,"Active Listening, Critical Thinking, Reading Comprehension, Speaking",2026-03-22 08:16:42.135433+00
920,21-1011.00,Substance Abuse and Behavioral Disorder Counselors,Social Service,Arts,S,I,"Active Listening, Speaking, Critical Thinking, Social Perceptiveness, Monitoring, Reading Comprehension",2026-03-22 08:16:42.730202+00
921,25-3031.00,"Substitute Teachers, Short-Term",Education,Arts,S,C,"Active Listening, Reading Comprehension, Speaking, Social Perceptiveness, Critical Thinking, Instructing",2026-03-22 08:16:43.327734+00
922,53-4041.00,Subway and Streetcar Operators,Logistics & Transport,Vocational,R,C,"Operation and Control, Operations Monitoring, Active Listening, Speaking, Monitoring, Judgment and Decision Making",2026-03-22 08:16:43.916137+00
923,11-3071.04,Supply Chain Managers,Management,Commerce,E,C,"Active Listening, Coordination, Judgment and Decision Making, Monitoring, Reading Comprehension, Speaking",2026-03-22 08:16:44.684737+00
924,29-1249.00,"Surgeons, All Other",Healthcare,Science,R,I,,2026-03-22 08:16:45.272038+00
