id,onet_code,job_title,sector,12th_stream,primary_riasec,secondary_riasec,core_skills,cached_at
376,53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,Logistics & Transport,Vocational,E,C,"Active Listening, Coordination, Management of Personnel Resources, Time Management, Speaking, Critical Thinking",2026-03-22 08:11:14.709589+00
377,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers",Maintenance & Repair,Vocational,E,C,"Monitoring, Management of Personnel Resources, Coordination, Critical Thinking, Judgment and Decision Making, Speaking",2026-03-22 08:11:15.306079+00
378,41-1012.00,First-Line Supervisors of Non-Retail Sales Workers,Sales,Commerce,E,C,"Active Listening, Management of Personnel Resources, Monitoring, Speaking, Coordination, Judgment and Decision Making",2026-03-22 08:11:15.899496+00
379,43-1011.00,First-Line Supervisors of Office and Administrative Support Workers,Administration,Commerce,E,C,"Active Listening, Coordination, Monitoring, Reading Comprehension, Social Perceptiveness, Speaking",2026-03-22 08:11:16.588204+00
380,53-1044.00,First-Line Supervisors of Passenger Attendants,Logistics & Transport,Vocational,E,C,,2026-03-22 08:11:17.177606+00
381,39-1022.00,First-Line Supervisors of Personal Service Workers,Personal Services,Vocational,E,C,"Active Listening, Critical Thinking, Coordination, Management of Personnel Resources, Social Perceptiveness, Speaking",2026-03-22 08:11:17.775542+00
382,33-1012.00,First-Line Supervisors of Police and Detectives,Public Safety,Vocational,E,C,"Active Listening, Critical Thinking, Management of Personnel Resources, Monitoring, Reading Comprehension, Social Perceptiveness",2026-03-22 08:11:18.374748+00
383,51-1011.00,First-Line Supervisors of Production and Operating Workers,Manufacturing,Vocational,E,C,"Active Listening, Management of Personnel Resources, Speaking, Time Management, Coordination, Critical Thinking",2026-03-22 08:11:18.96144+00
384,33-1099.00,"First-Line Supervisors of Protective Service Workers, All Other",Public Safety,Vocational,R,I,,2026-03-22 08:11:19.55224+00
385,41-1011.00,First-Line Supervisors of Retail Sales Workers,Sales,Commerce,E,C,"Active Listening, Service Orientation, Speaking, Coordination, Critical Thinking, Monitoring",2026-03-22 08:11:20.149742+00
386,33-1091.00,First-Line Supervisors of Security Workers,Public Safety,Vocational,E,C,"Active Listening, Critical Thinking, Judgment and Decision Making, Reading Comprehension, Speaking, Management of Personnel Resources",2026-03-22 08:11:20.75562+00
387,53-1049.00,"First-Line Supervisors of Transportation Workers, All Other",Logistics & Transport,Vocational,R,I,,2026-03-22 08:11:21.349222+00
388,55-2012.00,First-Line Supervisors of Weapons Specialists/Crew Members,Military,Vocational,R,I,,2026-03-22 08:11:21.941366+00
389,33-3031.00,Fish and Game Wardens,Public Safety,Vocational,R,C,"Active Listening, Critical Thinking, Speaking, Reading Comprehension, Judgment and Decision Making, Complex Problem Solving",2026-03-22 08:11:22.55907+00
390,45-3031.00,Fishing and Hunting Workers,Agriculture,Science,R,C,"Coordination, Critical Thinking, Judgment and Decision Making, Speaking",2026-03-22 08:11:23.15488+00
391,11-9179.01,Fitness and Wellness Coordinators,Management,Commerce,S,E,"Speaking, Active Listening, Coordination, Service Orientation, Social Perceptiveness, Critical Thinking",2026-03-22 08:11:23.762992+00
392,53-2031.00,Flight Attendants,Logistics & Transport,Vocational,C,S,"Speaking, Active Listening, Monitoring, Service Orientation, Social Perceptiveness, Coordination",2026-03-22 08:11:24.362974+00
393,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles",Construction,Vocational,R,C,"Active Listening, Speaking",2026-03-22 08:11:24.956748+00
394,47-2043.00,Floor Sanders and Finishers,Construction,Vocational,R,C,"Operation and Control, Active Listening, Coordination",2026-03-22 08:11:25.559307+00
395,27-1023.00,Floral Designers,Creative Arts,Arts,R,A,"Active Listening, Speaking, Service Orientation, Social Perceptiveness, Critical Thinking, Time Management",2026-03-22 08:11:26.155955+00
396,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders",Manufacturing,Vocational,R,C,"Operations Monitoring, Monitoring, Active Listening, Critical Thinking, Operation and Control, Quality Control Analysis",2026-03-22 08:11:26.763445+00
397,51-3092.00,Food Batchmakers,Manufacturing,Vocational,R,C,"Operations Monitoring, Critical Thinking, Reading Comprehension, Active Listening, Coordination, Operation and Control",2026-03-22 08:11:27.360215+00
398,51-3093.00,Food Cooking Machine Operators and Tenders,Manufacturing,Vocational,R,C,"Operations Monitoring, Monitoring, Operation and Control, Reading Comprehension, Active Listening, Critical Thinking",2026-03-22 08:11:27.961816+00
399,35-9099.00,"Food Preparation and Serving Related Workers, All Other",Hospitality,Vocational,R,I,,2026-03-22 08:11:28.549796+00
400,35-2021.00,Food Preparation Workers,Hospitality,Vocational,R,C,"Active Listening, Service Orientation, Time Management",2026-03-22 08:11:29.156162+00
401,51-3099.00,"Food Processing Workers, All Other",Manufacturing,Vocational,R,I,,2026-03-22 08:11:29.743632+00
402,19-4013.00,Food Science Technicians,Research & Science,Science,R,C,"Reading Comprehension, Active Listening, Speaking, Writing, Critical Thinking, Science",2026-03-22 08:11:30.344325+00
403,19-1012.00,Food Scientists and Technologists,Research & Science,Science,I,R,"Active Learning, Critical Thinking, Reading Comprehension, Active Listening, Complex Problem Solving, Judgment and Decision Making",2026-03-22 08:11:30.935572+00
404,35-3041.00,"Food Servers, Nonrestaurant",Hospitality,Vocational,R,S,"Active Listening, Service Orientation, Speaking",2026-03-22 08:11:31.541586+00
405,11-9051.00,Food Service Managers,Management,Commerce,E,C,"Active Listening, Coordination, Management of Personnel Resources, Monitoring, Speaking, Reading Comprehension",2026-03-22 08:11:32.153644+00
406,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",Education,Arts,S,I,"Speaking, Active Listening, Instructing, Learning Strategies, Reading Comprehension, Writing",2026-03-22 08:11:32.754708+00
407,19-4092.00,Forensic Science Technicians,Research & Science,Science,I,R,"Active Listening, Critical Thinking, Reading Comprehension, Speaking, Writing, Complex Problem Solving",2026-03-22 08:11:33.350222+00
408,19-4071.00,Forest and Conservation Technicians,Research & Science,Science,R,C,"Active Listening, Critical Thinking, Reading Comprehension, Judgment and Decision Making, Speaking, Time Management",2026-03-22 08:11:33.948724+00
409,45-4011.00,Forest and Conservation Workers,Agriculture,Science,R,C,"Critical Thinking, Monitoring, Active Learning, Active Listening, Coordination, Judgment and Decision Making",2026-03-22 08:11:34.535388+00
410,33-2022.00,Forest Fire Inspectors and Prevention Specialists,Public Safety,Vocational,R,C,"Critical Thinking, Coordination, Speaking, Active Listening, Judgment and Decision Making, Complex Problem Solving",2026-03-22 08:11:35.129693+00
411,19-1032.00,Foresters,Research & Science,Science,R,I,"Active Listening, Complex Problem Solving, Critical Thinking, Reading Comprehension, Speaking, Judgment and Decision Making",2026-03-22 08:11:35.741321+00
412,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",Education,Arts,S,I,"Instructing, Learning Strategies, Reading Comprehension, Writing, Active Learning, Active Listening",2026-03-22 08:11:36.338429+00
413,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic",Manufacturing,Vocational,R,C,"Operations Monitoring, Active Listening, Monitoring, Operation and Control, Reading Comprehension, Time Management",2026-03-22 08:11:36.935076+00
414,51-4071.00,Foundry Mold and Coremakers,Manufacturing,Vocational,R,C,"Monitoring, Operations Monitoring",2026-03-22 08:11:37.528746+00
415,13-2099.04,"Fraud Examiners, Investigators and Analysts",Finance,Commerce,C,I,"Active Listening, Writing, Complex Problem Solving, Critical Thinking, Reading Comprehension, Speaking",2026-03-22 08:11:38.128226+00
416,43-5011.01,Freight Forwarders,Administration,Commerce,C,E,"Coordination, Reading Comprehension, Monitoring, Active Listening, Critical Thinking, Negotiation",2026-03-22 08:11:38.735404+00
417,17-2141.01,Fuel Cell Engineers,Engineering,Science,R,I,"Critical Thinking, Reading Comprehension, Science, Speaking, Writing, Active Learning",2026-03-22 08:11:39.333297+00
418,13-1131.00,Fundraisers,Finance,Commerce,E,S,"Speaking, Active Listening, Persuasion, Reading Comprehension, Writing, Critical Thinking",2026-03-22 08:11:40.022905+00
419,11-2033.00,Fundraising Managers,Management,Commerce,E,C,"Critical Thinking, Speaking, Active Listening, Persuasion, Social Perceptiveness, Reading Comprehension",2026-03-22 08:11:40.621023+00
420,39-4021.00,Funeral Attendants,Personal Services,Vocational,R,C,"Service Orientation, Social Perceptiveness, Active Listening, Coordination, Monitoring, Speaking",2026-03-22 08:11:41.223112+00
421,11-9171.00,Funeral Home Managers,Management,Commerce,E,C,"Service Orientation, Active Listening, Social Perceptiveness, Reading Comprehension, Time Management, Critical Thinking",2026-03-22 08:11:41.825406+00
422,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Manufacturing,Vocational,R,C,"Operations Monitoring, Active Listening, Critical Thinking, Monitoring, Operation and Control, Reading Comprehension",2026-03-22 08:11:42.422658+00
423,51-7021.00,Furniture Finishers,Manufacturing,Vocational,R,A,"Active Listening, Critical Thinking, Monitoring, Judgment and Decision Making, Operations Monitoring, Speaking",2026-03-22 08:11:43.012244+00
424,39-3012.00,Gambling and Sports Book Writers and Runners,Personal Services,Vocational,C,E,"Active Listening, Monitoring, Speaking, Coordination, Mathematics, Social Perceptiveness",2026-03-22 08:11:43.616044+00
425,43-3041.00,Gambling Cage Workers,Administration,Commerce,C,E,"Speaking, Active Listening, Mathematics, Critical Thinking, Monitoring, Reading Comprehension",2026-03-22 08:11:44.2041+00
426,41-2012.00,Gambling Change Persons and Booth Cashiers,Sales,Commerce,C,E,"Reading Comprehension, Active Listening, Coordination, Service Orientation, Social Perceptiveness, Speaking",2026-03-22 08:11:44.799841+00
427,39-3011.00,Gambling Dealers,Personal Services,Vocational,C,E,"Active Listening, Speaking, Service Orientation, Social Perceptiveness, Monitoring, Reading Comprehension",2026-03-22 08:11:45.407171+00
428,11-9071.00,Gambling Managers,Management,Commerce,E,C,"Critical Thinking, Management of Personnel Resources, Monitoring, Speaking, Active Listening, Complex Problem Solving",2026-03-22 08:11:46.007329+00
429,39-3019.00,"Gambling Service Workers, All Other",Personal Services,Vocational,R,I,,2026-03-22 08:11:46.600356+00
430,33-9031.00,Gambling Surveillance Officers and Gambling Investigators,Public Safety,Vocational,C,E,"Monitoring, Critical Thinking, Speaking, Judgment and Decision Making, Active Listening, Reading Comprehension",2026-03-22 08:11:47.199659+00
431,53-7071.00,Gas Compressor and Gas Pumping Station Operators,Logistics & Transport,Vocational,R,C,"Operations Monitoring, Operation and Control, Critical Thinking, Active Listening, Equipment Maintenance, Monitoring",2026-03-22 08:11:47.797413+00
432,51-8092.00,Gas Plant Operators,Manufacturing,Vocational,R,C,"Operations Monitoring, Operation and Control, Monitoring, Critical Thinking, Judgment and Decision Making, Quality Control Analysis",2026-03-22 08:11:48.393811+00
433,51-9071.06,Gem and Diamond Workers,Manufacturing,Vocational,R,C,"Quality Control Analysis, Active Listening, Speaking, Critical Thinking, Monitoring",2026-03-22 08:11:49.001503+00
434,11-1021.00,General and Operations Managers,Management,Commerce,E,C,"Active Listening, Monitoring, Reading Comprehension, Speaking, Coordination, Critical Thinking",2026-03-22 08:11:49.619822+00
435,29-1216.00,General Internal Medicine Physicians,Healthcare,Science,I,S,"Active Listening, Reading Comprehension, Complex Problem Solving, Critical Thinking, Judgment and Decision Making, Science",2026-03-22 08:11:50.212987+00
436,29-9092.00,Genetic Counselors,Healthcare,Science,I,S,"Reading Comprehension, Active Listening, Complex Problem Solving, Active Learning, Critical Thinking, Social Perceptiveness",2026-03-22 08:11:50.819677+00
437,19-1029.03,Geneticists,Research & Science,Science,I,C,"Reading Comprehension, Science, Active Learning, Active Listening, Complex Problem Solving, Critical Thinking",2026-03-22 08:11:51.419676+00
438,17-1022.01,Geodetic Surveyors,Engineering,Science,R,I,"Mathematics, Reading Comprehension, Active Listening, Critical Thinking, Complex Problem Solving, Judgment and Decision Making",2026-03-22 08:11:52.095239+00
439,19-3092.00,Geographers,Research & Science,Science,I,R,"Reading Comprehension, Writing, Critical Thinking, Speaking, Active Listening, Active Learning",2026-03-22 08:11:52.704764+00
440,15-1299.02,Geographic Information Systems Technologists and Technicians,Technology,Science,C,I,"Reading Comprehension, Critical Thinking, Active Listening, Speaking, Complex Problem Solving, Judgment and Decision Making",2026-03-22 08:11:53.302207+00
441,25-1064.00,"Geography Teachers, Postsecondary",Education,Arts,S,I,"Instructing, Speaking, Writing, Active Listening, Reading Comprehension, Active Learning",2026-03-22 08:11:53.919618+00
442,19-4043.00,"Geological Technicians, Except Hydrologic Technicians",Research & Science,Science,R,C,"Reading Comprehension, Critical Thinking, Monitoring, Time Management, Writing, Active Listening",2026-03-22 08:11:54.51024+00
443,19-2042.00,"Geoscientists, Except Hydrologists and Geographers",Research & Science,Science,I,R,"Reading Comprehension, Critical Thinking, Science, Speaking, Active Listening, Complex Problem Solving",2026-03-22 08:11:55.101588+00
444,11-3051.02,Geothermal Production Managers,Management,Commerce,R,C,"Critical Thinking, Monitoring, Reading Comprehension, Speaking, Coordination, Judgment and Decision Making",2026-03-22 08:11:55.689274+00
445,49-9099.01,Geothermal Technicians,Maintenance & Repair,Vocational,R,C,"Operations Monitoring, Monitoring, Troubleshooting, Operation and Control, Critical Thinking, Quality Control Analysis",2026-03-22 08:11:56.295623+00
446,51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",Manufacturing,Vocational,R,C,"Operation and Control, Operations Monitoring, Quality Control Analysis, Monitoring, Active Listening, Critical Thinking",2026-03-22 08:11:56.905408+00
447,47-2121.00,Glaziers,Construction,Vocational,R,C,"Coordination, Critical Thinking, Reading Comprehension, Speaking, Time Management",2026-03-22 08:11:57.511532+00
